case_number,category_1,category_2,category_3,granular_cluster_id,parent_cluster_id
9996454,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996456,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9996463,WSG Programmes and Initiatives,MyCareersFuture,Processes - MyCareersFuture features (Employers),4,1
9996464,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9997970,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998133,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998197,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998288,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998440,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998447,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9998511,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9996470,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",1,1
9996477,WSG Programmes and Initiatives,Workfare Skills Support,Eligibility Criteria - Workfare Skill Support,11,1
9996478,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9996483,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,4,1
9996493,Divisional Matters,SSG Divisional Matters,SSG Corporate Services Division (CSVD) - Invoice and Billing Matters,13,1
9996504,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996506,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9996525,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9996532,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9998224,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9998333,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9996535,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996544,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996802,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996550,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,3,1
9996560,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9996567,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,1,1
9996585,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996589,WSG Programmes and Initiatives,Career Trial,Processes - Application for Host Organisations,2,1
9996594,"Grants, Awards and Funding Programmes or Systems",TPGateway - MAS-IBF,"Guidelines, Processes and Timeline - Grant",1,1
9996595,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
9996602,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,13,1
9996604,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9996613,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9996614,"Grants, Awards and Funding Programmes or Systems",Course Fee Funding Support,Purpose and Objective - WSQ,1,1
9996620,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996621,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996625,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9996633,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996641,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996643,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996645,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective,13,1
9996688,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996689,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996695,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,"Guidelines, Processes and Timeline - Submit AP on Enterprise Portal for Jobs & Skills",4,1
9996710,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,6,1
9996712,"Grants, Awards and Funding Programmes or Systems",TPGateway - MAS-IBF,"Guidelines, Processes and Timeline - Enrolment",9,1
9996722,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,2,1
9996730,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for SME Funding,3,1
9996731,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Workfare Income Supplement,6,1
9996733,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Skills Passport,4,1
9996734,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996755,Employment Assistance and Career Services,Career Advisory and Coaching,Appointment - New,9,1
9996768,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996770,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
9996779,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9996782,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,11,1
9996784,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996785,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9996786,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996787,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,6,1
9996790,WSG Programmes and Initiatives,SGUnited Mid-Career Pathways Programme,Programme Information,9,1
9996795,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996805,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996810,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9996811,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
9996812,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9996813,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9996819,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9996820,WSG Programmes and Initiatives,Workfare Skills Support,Training Allowance Claim Status,9,1
9996821,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,Purpose and Objective,3,1
9996824,WSG Programmes and Initiatives,MyCareersFuture,Guidelines - Job Applications,12,1
9996833,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9996835,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9996836,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,9,1
9996845,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9996851,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Technical Support,2,1
9996852,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9996854,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996862,WSG Programmes and Initiatives,SGUnited Mid-Career Pathways Programme,Programme Information,13,1
9996870,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996871,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9996879,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9996880,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),"Guidelines, Processes and Timeline - Disbursement",2,1
10019335,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),"Guidelines, Processes and Timeline - Disbursement",2,1
9996887,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Profile and Account",2,1
9996900,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9996904,WSG Programmes and Initiatives,SGUnited Mid-Career Pathways Programme,Guidelines - Funding Support,1,1
9996911,WSG Programmes and Initiatives,MyCareersFuture,Technical Support - Login,3,1
9996916,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
9996934,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,6,1
9996939,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,13,1
9996942,Divisional Matters,SSG Divisional Matters,Industry Development Division 1 (IDD1) - Others,3,1
9996951,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - General Queries,General Queries,11,1
9996956,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,10,1
9996964,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996974,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9996979,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",2,1
9996988,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9996989,"Training Programmes, Training Systems and Advisory Services",WSQ Electronic Certificates (e-Certs),Requests - Manual Qualification/Transcript status,2,1
9996994,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9996999,WSG Programmes and Initiatives,Career Conversion Programme,Processes - Application,3,1
9997003,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",1,1
9997004,WSG Programmes and Initiatives,Workfare Skills Support,Eligibility Criteria - Workfare Skill Support,13,1
9997005,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9997009,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9997012,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Profile and Account",1,1
9997013,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9997015,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,12,1
9997016,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9997023,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,Purpose and Objective,6,1
9997025,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9997036,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9997047,"Grants, Awards and Funding Programmes or Systems",Enhanced Training Support for SMEs (ETSS),Eligibility Criteria,3,1
9997050,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - General Queries,General Queries,1,1
9997051,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9997053,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9997054,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Edit or Cancellation,6,1
9997057,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9997060,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9997061,Employment Assistance and Career Services,Careers Connect On-the-Go,Programme Information,2,1
9997726,Employment Assistance and Career Services,Careers Connect On-the-Go,Programme Information,2,1
9997063,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9997070,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,6,1
9997071,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,"Guidelines, Processes and Timeline - Submit Absentee Payroll (AP)",13,1
9997076,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9997085,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
9997089,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,3,1
9997094,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,3,1
9997096,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9997105,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,6,1
9997106,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Eligibility Criteria - Absentee Payroll (AP),9,1
9997111,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9997117,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9997119,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
